code,chapter_code,chapter_name,description,unit,labor_unit_price,material_unit_price,total_unit_price,source_page
KI12FF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo E serie ovalada E-37, de 25 mm ( 1"" )",pieza,,,361.70,198
KI12FG,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo E serie ovalada E-47, de 32 mm (1 1/4"")",pieza,,,514.79,198
KI12FH,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo E serie ovalada E-57, de 38 mm (1 1/2"")",pieza,,,720.37,198
KI12FI,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo E serie ovalada E-67, de 51 mm ( 2"" )",pieza,,,671.33,198
KI12GD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LF serie ovalada LF-17, de 13 mm (1/2"")",pieza,,,297.17,198
KI12GE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LF serie ovalada LF-27, de 19 mm (3/4"")",pieza,,,376.51,198
KI12GF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LF serie ovalada LF-37, de 25 mm (1"")",pieza,,,389.30,198
KI12HD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-17, de 13 mm (1/2"")",pieza,,,304.94,198
KI12HE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-27, de 19 mm (3/4"")",pieza,,,326.35,198
KI12HF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-37, de 25 mm (1"")",pieza,,,436.90,198
KI12HG,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-47, de 32 mm (1 1/4"")",pieza,,,605.92,198
KI12HH,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-57, de 38 mm (1 1/2"")",pieza,,,792.16,198
KI12HI,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-67, de 63 mm ( 2"" )",pieza,,,1018.95,198
KI12HJ,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-77, de 63 mm (2 1/2"")",pieza,,,2303.74,198
KI12HK,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-87, de 76 mm ( 3"" )",pieza,,,3056.92,198
KI12HL,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LL serie ovalada LL-104, de 102 mm ( 4"" )",pieza,,,3661.38,199
KI12ID,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-17, de 13 mm (1/2"")",pieza,,,200.49,199
KI12IE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-27, de 25 mm (3/4"")",pieza,,,304.62,199
KI12IF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-37, de 25 mm (1"")",pieza,,,436.90,199
KI12IG,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-47, de 32 mm (1 1/4"")",pieza,,,605.92,199
KI12IH,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-57, de 38 mm (1 1/2"")",pieza,,,792.16,199
KI12II,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-67, de 51 mm ( 2"" )",pieza,,,1112.01,199
KI12IJ,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-77, de 63 mm (2 1/2"")",pieza,,,2549.73,199
KI12IK,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-87, de 76 mm ( 3"" )",pieza,,,3018.35,199
KI12IL,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo LR serie ovalada LR-107, de 102 mm ( 4"" )",pieza,,,3508.67,199
KI12JD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo L serie ovalada L-17, de 13 mm (1/2"")",pieza,,,356.75,199
KI12JE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo L serie ovalada L-27, de 19 mm (3/4"")",pieza,,,356.75,199
KI12JF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo L serie ovalada L-37, de 25 mm ( 1"" )",pieza,,,546.09,199
KI12JG,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo L serie ovalada L-47, de 32 mm (1 1/4"")",pieza,,,798.47,199
KI12JH,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo L serie ovalada L-57, de 38 mm (1 1/2"")",pieza,,,1034.26,199
KI12JI,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo L serie ovalada L-67, de 51 mm ( 2"" )",pieza,,,1156.66,199
KI12KD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-17, de 13 mm (1/2"")",pieza,,,355.46,199
KI12KE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-27, de 19 mm (3/4"")",pieza,,,402.21,199
KI12KF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-37, de 25 mm ( 1"" )",pieza,,,606.48,199
KI12KG,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-47, de 32 mm (1 1/4"")",pieza,,,606.48,200
KI12KH,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-57, de 38 mm (1 1/2"")",pieza,,,964.81,200
KI12KI,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-67, de 51 mm ( 2"" )",pieza,,,1459.14,200
KI12KJ,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-77, de 63 mm (2 1/2"")",pieza,,,2368.25,200
KI12KK,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-87, de 76 mm ( 3"" )",pieza,,,3872.28,200
KI12KL,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo T serie ovalada T-107, de 102 mm ( 4"" )",pieza,,,4590.42,200
KI12LD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo TB serie ovalada TB-17, de 13 mm (1/2"")",pieza,,,423.19,200
KI12LE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo TB serie ovalada TB-27, de 19 mm (3/4"")",pieza,,,523.24,200
KI12LF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo TB serie ovalada TB-37, de 25 mm ( 1"" )",pieza,,,703.00,200
KI12LG,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo TB serie ovalada TB-47, de 32 mm (1 1/4"")",pieza,,,767.67,200
KI12LH,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo TB serie ovalada TB-57, de 38 mm (1 1/2"")",pieza,,,941.26,200
KI12LI,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo TB serie ovalada TB-67, de 51 mm ( 2"" )",pieza,,,1470.68,200
KI12MD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo X serie ovalada X-17, de 13 mm (1/2"")",pieza,,,423.19,200
KI12ME,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo X serie ovalada X-27, de 19 mm (3/4"")",pieza,,,580.07,200
KI12MF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo X serie ovalada X-37, de 25 mm ( 1"" )",pieza,,,705.24,200
KI12MG,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo X serie ovalada X-47, de 32 mm (1 1/4"")",pieza,,,777.44,200
KI12MH,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo X serie ovalada X-57, de 38 mm (1 1/2"")",pieza,,,1229.45,200
KI12MI,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet tipo X serie ovalada X-67, de 51 mm ( 2"" )",pieza,,,1434.17,200
KI13BD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FS-1, de 13 mm (1/2"")",pieza,,,343.75,200
KI13BE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FS-2, de 19 mm (3/4"")",pieza,,,359.05,201
KI13BF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FS-3, de 25 mm ( 1"" )",pieza,,,437.15,201
KI13CD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSA-1, de 13 mm (1/2"")",pieza,,,391.22,201
KI13CE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSA-2, de 19 mm (3/4"")",pieza,,,394.68,201
KI13DD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSC-1, de 13 mm (1/2"")",pieza,,,333.39,201
KI13DE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSC-2, de 19 mm (3/4"")",pieza,,,384.25,201
KI13DF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSC-3, de 25 mm ( 1"" )",pieza,,,604.85,201
KI13ED,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCA-1, de 13 mm (1/2"")",pieza,,,430.50,201
KI13EE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCA-2, de 19 mm (3/4"")",pieza,,,677.07,201
KI13FD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCC-1, de 13 mm (1/2"")",pieza,,,430.50,201
KI13FE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCC-2, de 19 mm (3/4"")",pieza,,,709.05,201
KI13FF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCC-3, de 25 mm ( 1"" )",pieza,,,738.40,201
KI13GD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCD-1, de 13 mm (1/2"")",pieza,,,646.09,201
KI13GE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCD-2, de 19 mm (3/4"")",pieza,,,769.71,201
KI13GF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCD-3, de 25 mm ( 1"" )",pieza,,,780.66,201
KI13HD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCT-1, de 13 mm (1/2"")",pieza,,,526.79,201
KI13HE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCT-2, de 19 mm (3/4"")",pieza,,,677.07,201
KI13HF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSCT-3, de 25 mm ( 1"" )",pieza,,,709.82,201
KI13ID,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSL-1, de 13 mm (1/2"")",pieza,,,437.77,201
KI13IE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSL-2, de 19 mm (3/4"")",pieza,,,484.08,201
KI13IF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSL-3, de 25 mm ( 1"" )",pieza,,,598.82,201
KI13JD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSLA-1, de 13 mm (1/2"")",pieza,,,390.17,201
KI13JE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSLA-2, de 19 mm (3/4"")",pieza,,,502.72,202
KI13KD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSR-1, de 13 mm (1/2"")",pieza,,,497.12,202
KI13KE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSR-2, de 19 mm (3/4"")",pieza,,,502.72,202
KI13KF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSR-3, de 19 mm ( 1"" )",pieza,,,598.82,202
KI13LD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSS-1, de 13 mm (1/2"")",pieza,,,437.77,202
KI13LE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSS-2, de 19 mm (3/4"")",pieza,,,502.72,202
KI13LF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSS-3, de 25 mm ( 1"" )",pieza,,,826.89,202
KI13MD,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FST-1, de 13 mm (1/2"")",pieza,,,578.59,202
KI13ME,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FST-2, de 19 mm (3/4"")",pieza,,,672.81,202
KI13MF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FST-3, de 25 mm ( 1"" )",pieza,,,807.35,202
KI13ND,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSX-1, de 13 mm (1/2"")",pieza,,,612.69,202
KI13NE,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSX-2, de 19 mm (3/4"")",pieza,,,775.09,202
KI13NF,K,Instalaciones electricas en general,"Suministro e instalación de caja registro condulet serie rectangular catálogo FSX-3,de 25 mm ( 1"" )",pieza,,,951.78,202
KJ12BD,K,Instalaciones electricas en general,"Suministro e instalación de tapón de cierre catálogo PLG-1*, de 13 mm (1/2"")",pieza,,,144.53,202
KJ12BE,K,Instalaciones electricas en general,"Suministro e instalación de tapón de cierre catálogo PLG-2*, de 19 mm (3/4"")",pieza,,,158.52,202
KJ12BF,K,Instalaciones electricas en general,"Suministro e instalación de tapón de cierre catálogo PLG-3*, de 25 mm (1"" )",pieza,,,171.46,202
KJ12BG,K,Instalaciones electricas en general,"Suministro e instalación de tapón de cierre catálogo PLG-4+, de 32 mm (1 1/4"")",pieza,,,180.05,202
KJ12BH,K,Instalaciones electricas en general,"Suministro e instalación de tapón de cierre catálogo PLG-5+, de 38 mm (1 1/2"")",pieza,,,262.61,202
KJ12BI,K,Instalaciones electricas en general,"Suministro e instalación de tapón de cierre catálogo PLG-6+, de 51 mm ( 2"" )",pieza,,,395.86,202
KJ13BD,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 13 mm (1/2"") serie 7 catálogo GASK-571-N",pieza,,,14.03,203
KJ13BE,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 19 mm (3/4"") serie 7 catálogo GASK-572-N",pieza,,,18.19,203
KJ13BF,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 25 mm (1"") serie 7 catálogo GASK-573-N",pieza,,,25.20,203
KJ13BG,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 32 mm (1 1/4"") serie 7, catálogo GASK-574-N",pieza,,,27.99,203
KJ13BH,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 38 mm (1 1/2"") serie 7 catálogo GASK-575-N",pieza,,,30.77,203
KJ13BI,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 51 mm ( 2"" ) serie 7 catálogo GASK-576-N",pieza,,,36.06,203
KJ13BJ,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 63 mm (2 1/2"") serie 7 catálogo GASK-578-N",pieza,,,319.04,203
KJ13BK,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 76 mm ( 3"" ) serie 7 catálogo GASK-578-N",pieza,,,294.59,203
KJ13BM,K,Instalaciones electricas en general,"Suministro e instalación de empaque de neopreno de 102 mm ( 4"" ) serie 7 catálogo GASK-579-N",pieza,,,383.19,203
KJ14BD,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 13 mm (1/2"") serie 7 catálogo 170-M3",pieza,,,161.82,203
KJ14BE,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 19 mm (3/4"") serie 7 catálogo 270-M3",pieza,,,184.21,203
KJ14BF,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 25 mm ( 1"" ) serie 7 catálogo 370-M3",pieza,,,286.57,203
KJ14BG,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 32 mm (1 1/4"") serie 7 catálogo 470-M3",pieza,,,320.87,203
KJ14BH,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 38 mm (1 1/2"") serie 7 catálogo 570-M3",pieza,,,368.74,203
KJ14BI,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 51 mm ( 2"" ) serie 7 catálogo 670-M3",pieza,,,510.53,203
KJ14BJ,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 63 mm (2 1/2"") serie 7 catálogo 870-F",pieza,,,434.35,203
KJ14BK,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 76 mm ( 3"" ) serie 7 catálogo 870-F",pieza,,,413.99,203
KJ14BL,K,Instalaciones electricas en general,"Suministro e instalación de tapa ciega con empaque, de 102 mm ( 4"" ) serie 7 catálogo 970-F",pieza,,,703.25,203
KJ15BD,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 13 mm (1/2"") de diámetro, catálogo N-1",pieza,,,119.91,203
KJ15BE,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 19 mm (3/4"") de diámetro, catálogo N-2",pieza,,,137.26,203
KJ15BF,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 25 mm ( 1"" ) de diámetro, catálogo N-3",pieza,,,191.15,204
KJ15BG,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 32 mm (1 1/4"") de diámetro, catálogo N-4",pieza,,,288.63,204
KJ15BH,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 38 mm (1 1/2"") de diámetro, catálogo N-5",pieza,,,342.54,204
KJ15BI,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 51 mm ( 2"" ) de diámetro, catálogo N-6",pieza,,,500.81,204
KJ15BJ,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 63 mm (2 1/2"") de diámetro, catálogo N-7",pieza,,,918.49,204
KJ15BK,K,Instalaciones electricas en general,"Suministro e instalación de niple de fierro galvanizado, de 76 mm ( 3"" ) de diámetro, catálogo N-8",pieza,,,1211.24,204
KJ16BB,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 51 a 38 mm ( 2"" a 1 1/2"" ) de diámetro, catálogo RE-65*",pieza,,,443.65,204
KJ16BC,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 19 a 13 mm ( 3/4 a 1/2"" ) de diámetro, catálogo RE-21*",pieza,,,111.66,204
KJ16BD,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 25 a 13 mm ( 1"" a 1/2"" ) de diámetro, catálogo RE-31*",pieza,,,151.40,204
KJ16BE,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 25 a 19 mm ( 1"" a 3/4"" ) de diámetro, catálogo RE-32*",pieza,,,151.59,204
KJ16BF,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 32 a 13 mm ( 1 1/4"" a 1/2"" ) de diámetro, catálogo RE-41*",pieza,,,176.25,204
KJ16BG,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 32 a 19 mm de ( 1 1/4"" a 3/4"" ) de diámetro, catálogo RE-42*",pieza,,,176.25,204
KJ16BH,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 32 a 25 mm ( 1 1/4"" a 1"" ) de diámetro, catálogo RE-43*",pieza,,,176.25,204
KJ16BI,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 38 a 13 mm( 1 1/2"" a 1/2"" ) de diámetro, catálogo RE-51*",pieza,,,307.05,204
KJ16BJ,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 38 a 19 mm de ( 1 1/2 a 3/4"" ) de diámetro, catálogo RE-52",pieza,,,307.05,204
KJ16BK,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 38 a 25 mm ( 1 1/2"" a 1"" ) de diámetro, catálogo RE-53",pieza,,,307.05,204
KJ16BL,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 38 a 32 mm ( 1 1/2"" a 1 1/4"" ) de diámetro, catálogo RE-54*",pieza,,,307.05,204
KJ16BM,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 51 a 38 mm ( 2"" a 1 1/2"" ) de diámetro, catálogo RE-61",pieza,,,521.27,204
KJ16BN,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 51 a 19 mm ( 2"" a 3/4"" ) de diámetro catálogo RE-62*",pieza,,,521.27,204
KJ16BO,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 51 a 25 mm ( 2"" a 1"" ) de diámetro, catálogo RE-63*",pieza,,,444.08,204
KJ16BP,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 51 a 32 mm ( 2"" a 1 1/4"" ) de diámetro, catálogo RE-64*",pieza,,,444.08,204
KJ16BQ,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 51 a 38 mm ( 2"" a 1 1/2"" ) de diámetro, catálogo RE-71*",pieza,,,835.08,205
KJ16BR,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 63 a 19 mm ( 2 1/2"" a 3/4"" ) de diámetro, catálogo RE-72*",pieza,,,835.08,205
KJ16BT,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 51 a 13 mm ( 2"" a 1/2"") de diámetro, catálogo RE-73*",pieza,,,835.08,205
KJ16BU,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 63 a 32 mm ( 2 1/2"" a 1 1/4"" ) de diámetro, catálogo RE-74*",pieza,,,835.08,205
KJ16BV,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 76 a 13 mm ( 3"" a 1/2"" ) de diámetro, catálogo RE-75*",pieza,,,835.08,205
KJ16BW,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio de 76 a 51 mm ( 3"" a 2"" ) de diámetro, catálogo RE-76*",pieza,,,810.43,205
KJ16CB,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 76 a 13 mm ( 3"" a 1/2"" ) de diámetro, catálogo RE-81*",pieza,,,1219.13,205
KJ16CC,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 76 a 19 mm ( 3"" a 3/4"" ) de diámetro, catálogo RE-82*",pieza,,,1219.61,205
KJ16CD,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 76 a 25 mm ( 3"" a 1"" ) de diámetro, catálogo RE-83*",pieza,,,1219.61,205
KJ16CE,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio de 76 a 32 mm ( 3"" a 1 1/4"" ) de diámetro, catálogo RE-84",pieza,,,1219.61,205
KJ16CF,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 76 a 38 mm ( 3"" a 1 1/2"" ) de diámetro, catálogo RE-85*",pieza,,,1219.61,205
KJ16CG,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 76 a 51 mm ( 3"" a 2"" ) de diámetro, catálogo RE-86*",pieza,,,1219.61,205
KJ16CH,K,Instalaciones electricas en general,"Suministro e instalación de reducción bushing de aluminio, de 76 a 63 mm ( 3"" a 2 1/2"" ) de diámetro, catálogo RE-87*",pieza,,,1375.58,205
KJ17BB,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 19 a 13 mm ( 3/4"" a 1/2"" ) de diámetro, catálogo REC-21",pieza,,,195.07,205
KJ17BC,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 25 a 13 mm ( 1"" a 1/2"" ) de diámetro, catálogo REC-31",pieza,,,195.45,205
KJ17BD,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 51 a 19 mm ( 2"" a 3/4"" ) de diámetro, catalogo REC-32",pieza,,,195.45,205
KJ17BE,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 32 a 19 mm ( 1 1/4"" a 3/4"" ) de diámetro, catálogo REC-42",pieza,,,209.43,205
KJ17BF,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 32 a 25 mm ( 1 1/4"" a 1"" ) de diámetro, catálogo REC-43",pieza,,,251.26,205
KJ17BG,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 38 a 19 mm ( 1 1/2"" a 3/4"" ) de diámetro, catálogo REC-52",pieza,,,251.67,205
KJ17BH,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 38 a 25 mm ( 1 1/2"" a 1"" ) de diámetro, catálogo REC-53",pieza,,,339.66,205
KJ17BI,K,Instalaciones electricas en general,"Suministro e instalación de reducción campana de aluminio, de 38 a 32 mm ( 1 1/2"" a 1 1/4"" ) de diámetro, catálogo REC -54",pieza,,,339.66,205
KJ18BD,K,Instalaciones electricas en general,"Suministro e instalación de conector glándula, de 13 mm ( 1/2"" ) catálogo CGB-192",pieza,,,278.54,206
KJ18BE,K,Instalaciones electricas en general,"Suministro e instalación de conector glándula, de 13 mm ( 1/2"" ) catálogo CGB-193",pieza,,,278.54,206
KJ18BF,K,Instalaciones electricas en general,"Suministro e instalación de conector glándula, de 13 mm ( 1/2"" )catálogo CGB-194",pieza,,,251.53,206
KJ18BG,K,Instalaciones electricas en general,"Suministro e instalación de conector glándula, de 13 mm ( 1/2"" ) catálogo CGB-195",pieza,,,251.72,206
KJ18BH,K,Instalaciones electricas en general,"Suministro e instalación de conector glándula, de 13 mm ( 1/2"" ) catálogo CGB-196",pieza,,,887.22,206
KJ18BI,K,Instalaciones electricas en general,"Suministro e instalación de conector glándula, de 13 mm ( 1/2"" ) catálogo CGB-197",pieza,,,887.22,206
KL12BB,K,Instalaciones electricas en general,"Suministro e instalación de interruptor sencillo QN5800, incluye: chasis y placa de resina Evolución QN100R/1B, Quinziño o similar.",pieza,,,130.13,206
KL12BC,K,Instalaciones electricas en general,"Suministro e instalación de interruptor 3 vías QN5801, incluye: chasis y placa de resina Evolución QN100R/1B, Quinziño o similar.",pieza,,,133.08,206
KL12BH,K,Instalaciones electricas en general,"Suministro e instalación de interruptor sencillo 5800N, incluye: chasis y placa de resina marfil Tradicional 103/1R, Quinziño o similar.",pieza,,,175.95,206
KL12BI,K,Instalaciones electricas en general,"Suministro e instalación de interruptor 3 vías 5801N, incluye: chasis y placa de resina Tradicional 103/1R, Quinziño o similar.",pieza,,,191.17,206
KL12BL,K,Instalaciones electricas en general,"Suministro e instalación de interruptor sencillo M45101-HC, incluye: chasis y placa de resina Prime M44211-HC, SQ D o similar.",pieza,,,86.28,206
